Year,Species,Stock,ESU,ER,Citation
1998,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1999,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
2000,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
2001,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.005581956,2015 Status Review
2002,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.092809347,2016 Status Review
2003,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.010252954,2017 Status Review
2004,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.009049748,2018 Status Review
2005,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.006247999,2019 Status Review
2006,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.001843094,2020 Status Review
2007,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.005995168,2021 Status Review
2008,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.0016,WCR; anthony.siniscal@noaa.gov
2009,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.001,WCR; anthony.siniscal@noaa.gov
2010,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.006,WCR; anthony.siniscal@noaa.gov
2011,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2012,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.005,WCR; anthony.siniscal@noaa.gov
2013,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.006,WCR; anthony.siniscal@noaa.gov
2014,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.006,WCR; anthony.siniscal@noaa.gov
2015,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.006,WCR; anthony.siniscal@noaa.gov
2016,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.004,WCR; anthony.siniscal@noaa.gov
2017,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2018,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2019,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.002,WCR; anthony.siniscal@noaa.gov
2020,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2021,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2022,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
1974,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1975,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1976,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1977,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1978,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1979,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1980,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1981,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1982,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1983,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1984,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1985,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.207,2015 Status Review
1986,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.138,2015 Status Review
1987,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.157,2015 Status Review
1988,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.171,2015 Status Review
1989,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.159,2015 Status Review
1990,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.16,2015 Status Review
1991,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.147,2015 Status Review
1992,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.162,2015 Status Review
1993,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.152,2015 Status Review
1994,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.103,2015 Status Review
1995,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.104,2015 Status Review
1996,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.089,2015 Status Review
1997,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.104,2015 Status Review
1998,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.088,2015 Status Review
1999,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.061,2015 Status Review
2000,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.053,2015 Status Review
2001,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.046,2015 Status Review
2002,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.034,2015 Status Review
2003,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.033,2015 Status Review
2004,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.04,2015 Status Review
2005,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.045,2015 Status Review
2006,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.059,2015 Status Review
2007,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,0.048,2015 Status Review
2008,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2009,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2010,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2011,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2012,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2013,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2014,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2015,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2016,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2017,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2018,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2019,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2020,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2021,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2022,Steelhead,Middle Columbia River Steelhead DPS_A-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1974,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1975,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1976,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1977,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1978,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1979,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1980,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1981,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1982,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1983,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1984,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1985,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.31,2015 Status Review
1986,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.267,2015 Status Review
1987,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.372,2015 Status Review
1988,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.234,2015 Status Review
1989,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.35,2015 Status Review
1990,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.216,2015 Status Review
1991,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.299,2015 Status Review
1992,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.263,2015 Status Review
1993,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.191,2015 Status Review
1994,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.186,2015 Status Review
1995,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.186,2015 Status Review
1996,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.346,2015 Status Review
1997,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.143,2015 Status Review
1998,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.156,2015 Status Review
1999,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.137,2015 Status Review
2000,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.153,2015 Status Review
2001,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.125,2015 Status Review
2002,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.044,2015 Status Review
2003,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.166,2015 Status Review
2004,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.124,2015 Status Review
2005,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.136,2015 Status Review
2006,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.17,2015 Status Review
2007,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,0.134,2015 Status Review
2008,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2009,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2010,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2011,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2012,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2013,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2014,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2015,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2016,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2017,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2018,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2019,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2020,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2021,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
2022,Steelhead,Middle Columbia River Steelhead DPS_B-Run Summer,Middle Columbia River Steelhead DPS,NA,NA
1974,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1975,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1976,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1977,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1978,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1979,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1980,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1981,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1982,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1983,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1984,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1985,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1986,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1987,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1988,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1989,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1990,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1991,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1992,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1993,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1994,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1995,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1996,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1997,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1998,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
1999,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2000,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2001,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2002,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2003,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2004,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2005,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2006,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2007,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,NA,NA
2008,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.01,WCR; anthony.siniscal@noaa.gov
2009,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.008,WCR; anthony.siniscal@noaa.gov
2010,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.008,WCR; anthony.siniscal@noaa.gov
2011,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.015,WCR; anthony.siniscal@noaa.gov
2012,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.031,WCR; anthony.siniscal@noaa.gov
2013,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.025,WCR; anthony.siniscal@noaa.gov
2014,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.02,WCR; anthony.siniscal@noaa.gov
2015,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.016,WCR; anthony.siniscal@noaa.gov
2016,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.018,WCR; anthony.siniscal@noaa.gov
2017,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.017,WCR; anthony.siniscal@noaa.gov
2018,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.018,WCR; anthony.siniscal@noaa.gov
2019,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.021,WCR; anthony.siniscal@noaa.gov
2020,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.012,WCR; anthony.siniscal@noaa.gov
2021,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.011,WCR; anthony.siniscal@noaa.gov
2022,Steelhead,Middle Columbia River Steelhead DPS_Summer,Middle Columbia River Steelhead DPS,0.009,WCR; anthony.siniscal@noaa.gov
